Open,High,Low,Close
18.14,18.23,17.81,18.119999
18,18.45,17.99,18.07
18.269999,18.75,17.970001,18.65
18.76,18.94,18.199999,18.44
19.200001,19.359999,18.67,18.73
19.1,19.33,18.76,19.09
19.04,19.32,18.59,19.02
18.96,19.149999,18.72,19.05
19.26,19.7,18.54,18.9
19.33,19.67,18.98,19.25
19.04,19.659999,18.999999,19.130001
19.89,19.9,18.999999,19.500001
19.650001,19.869999,19.26,19.82
19.01,19.78,18.95,19.060001
19.27,19.420001,18.51,18.789999
19.12,19.359999,18.51,18.929999
18.75,19.25,18.5,18.96
18.480001,18.8,17.85,18.59
19.12,19.299999,17.970001,18.470001
19.39,19.92,18.73,19.09
20.089999,20.5,19.509999,19.54
19.7,20.06,19.49,19.98
21.23,21.42,19.75,19.96
21.779999,22.780001,20.42,20.79
23.98,25.22,23.009999,25.1
24.88,25.1,23.91,23.959999
24.13,25.01,23.84,24.85
23.299999,24.81,23.299999,24.36
21.030001,22.55,21,22.54
22.95,23.070001,20.84,21.14
22.09,23.000001,21.680001,22.700001
22.76,22.96,21.72,22.03
23.599999,23.77,23.009999,23.19
23.510001,24.179999,23.5,23.84
23.64,24.23,23.140001,23.9
23.660001,25.1,23.2,23.25
23.05,23.91,22.939999,23.54
23.83,24,22.499999,23.34
23.34,23.77,23.009999,23.75
22.499999,24,22.45,23.99
22.48,23.000001,21.760001,22.26
21.549999,23.000001,21.100001,22.490001
20,21.849999,19.98,21.67
20.85,21.400001,20.010001,20.19
20.41,20.85,20,20.33
20.099999,20.749999,19.350001,20.440001
20.04,20.450001,19.77,19.879999
21.42,21.73,20.06,20.47
19.77,20.69,19.76,20.309999
21.049999,21.07,19.949999,20.04
21.65,21.65,20.71,21.320001
20.71,21.699999,20.450001,21.66
20.93,20.93,20.33,20.73
20.8,21.100001,20.35,20.94
21.08,21.109999,20.459999,20.660001
20.13,21.09,19.98,20.890001
19.799999,20.239999,19.49,19.949999
20.76,20.76,19.299999,19.78
22.32,22.499999,20.810001,21.470001
23.2,23.290001,22.499999,22.76
23.290001,23.299999,22.62,23.2
23.75,23.75,22.859999,23.229999
24,24.13,23.4,23.5
23.63,23.91,23.05,23.56
23.360001,23.64,23.12,23.529999
24.23,24.329999,23.25,23.55
23.26,24.5,22.850001,24.099999
23.369999,25.5,23.04,23.18
22.89,23.68,22.75,23.290001
23.009999,23.49,22.76,22.850001
24.21,24.5,22.95,23.000001
24.14,24.549999,23.669999,23.98
25.349999,25.45,23.950001,24.57
25.620001,25.76,24.839999,24.960001
24.240001,25.849999,23.959999,25.75
25.97,26.25,24.73,24.960001
26.34,26.7,25.76,26.589999
25.410001,26.500001,25.199999,25.929999
26.7,27.12,24.87,25.489999
25.199999,26.289999,24.750001,26.200001
25.17,26.1,24.680001,24.689999
24.21,24.86,23.57,24.72
24.329999,24.750001,23.510001,24.029999
24.34,25,24,24.249999
24.93,25.630001,24.600001,25.040001
25.550001,25.75,23.599999,25.72
21.57,24.08,21.08,22.789999
21.2,21.21,19.6,20.4
22.09,22.4,20.86,21.44
21.42,23.02,21.15,22.420001
22.98,23.000001,21.28,21.8
20.899999,22.700001,20.78,22.04
20.69,21.339999,20.06,20.539999
20.8,21.039999,19.9,20.590001
20.599999,22.499999,20,20.87
19.76,20.25,18.75,19.500001
21.36,21.400001,20.13,20.239999
22.09,22.66,21.400001,21.59
22.55,22.719999,21.339999,22.069999
21.769999,23.449999,21.5,22.53
22.08,22.499999,21.5,22.17
21.94,23.05,21.900001,22.869999
23.13,23.75,21.13,21.779999
22.062499,23.5625,22,23.000001
20.375001,21.75,20.1875,21.624999
19.7812,20.875,19.375,20.125
20.7187,20.9375,19.6875,19.6875
19.75,20.625,19.500001,20.5625
18.999999,20.312499,18.875,19.625
20.875,21.375,19.6875,19.6875
18.5,20.5,18.4375,20.4375
18.875,19.5625,18.187501,19.5625
19.6875,19.874999,18.124999,18.625001
20.625,20.6875,20,20.25
20.6875,21.125,20.4375,20.812501
21.3125,21.624999,20.749999,21.250001
20.7187,22.062499,20.6875,21.5
19.375,20.5,19.25,20.375001
18.3125,20.4375,18.25,19.25
17.8125,18.75,17.1875,18.75
19.375,19.437499,18.124999,18.25
19.281201,19.437499,18.6875,19.375
19.062501,19.6875,18.562499,19.500001
18.625001,18.875,18.25,18.8125
19.062501,19.375,18,18.8125
18.25,19.937501,18.25,18.875
19.1875,19.437499,18.187501,18.3125
18.999999,19.500001,18.75,18.999999
19.6875,20.5625,19.6875,20.0625
19.1875,19.625,18.5,19.500001
19.937501,20.4375,18.999999,19.125
19.062501,20,18.8125,19.6875
20.5,20.812501,18.6875,19.125
20.5625,21.0625,20.1875,20.749999
20.6562,20.875,19.8125,20.749999
20.156201,21.3906,20,21.125
20.5,20.5625,19.75,20.1875
21.125,21.9375,20.5,20.625
20.6875,21.5,20.5,21.125
21.5,22.499999,21.4375,21.624999
21.5625,22,20.875,21.75
19.5625,21.75,19.5625,21.687501
19.500001,19.8125,19.062501,19.5625
20.5625,20.5625,19.75,19.937501
20.625,20.6875,19.5625,20.5
19.3125,20.9375,19.062501,20.5
19.062501,19.625,18.4375,19.25
19.437499,19.5625,18.6875,19.500001
17.8125,18.75,17.625,18.6875
17.5625,17.5625,16.5,16.812499
17.4375,18.25,17,17.125
17.875,18,17.0625,17.1875
16.25,18.5,16.25,18
16.6875,17,16.0625,16.5625
16.812499,17.640601,16.5625,17.1875
16.9375,16.984301,15.937499,16.5625
16.9375,17.375,16.0625,16.374999
18.1406,18.5,16.812499,17.0625
14.5,16.6875,14.4375,16.374999
14.875,15.25,14.5625,14.875
14.687501,15,14.5,14.875
14.375,14.9375,14.3125,14.8125
14.343699,14.8125,14.187499,14.8125
14.875,15,14.250001,14.687501
14.125,15,14.125,15
14.250001,15,13.875,14.0625
13.7812,14.624999,13.625,14.375
14.375,15.25,14,14
14.5625,14.624999,13.9375,14.250001
14.5625,14.687501,14,14.0625
15.0312,15.25,14.4375,14.4375
15.562501,15.562501,14.875,15
15.25,16.000001,15,15.375
15.1875,15.375,14.875,15.1875
14.8125,15.3125,14.4375,15.062499
14.4375,14.875,14,14.3125
14.624999,15,14,14.3125
16.9375,17.4375,16.374999,17
17.1875,17.1875,16.437501,16.6875
17,17.5,16.812499,17.0625
16.6875,17,16.125,16.5
18.0937,18.3125,17.249999,17.5625
18.6875,18.999999,17.9375,18.0312
19.874999,19.937501,18.5,18.6875
18.8593,19.500001,18.8125,19.3125
18.8125,19.125,18.375,18.5
19.1875,19.500001,18.75,18.8125
18.5937,19.500001,18.25,18.9375
19.1875,19.25,18.25,18.5
19.500001,19.8125,18.875,18.999999
20.031199,20.1875,19.25,19.874999
19.937501,20.5,19.5625,20.25
18.75,20,18.25,19.375
19.3593,19.874999,19.062501,19.062501
19.874999,20.5,19.062501,20.1875
21.375,21.4375,19.8125,20.0625
21.5,21.8125,20.812501,21.3125
22.4375,22.625,20.875,21.4375
23.000001,23.000001,21.9375,22.25
21.125,22.4375,21.0625,22.3125
19.437499,20.875,19.437499,20.5
19.75,20.25,19.25,19.5625
19.125,19.937501,18.75,19.3125
18.875,19.1875,17.875,18.562499
18.8125,18.875,17.5,18.5
19.062501,19.1875,18.4375,18.5
20.6875,20.875,18.8125,18.875
20.265601,20.5625,19.437499,20.375001
19.062501,20.375001,18.9375,19.500001
19.156199,19.8125,18.3125,18.9375
19.437499,21.0625,18.75,20.125
21.687501,21.9375,19.6875,20.125
22.3125,23.25,21.375,21.5
20.25,22.125001,20,22.062499
20.312499,20.812501,19.500001,20
20.125,21,19.125,19.625
21.624999,22.4375,20.5,20.875
22.625,22.875,21.125,21.75
22.6875,22.937499,21,22.1875
23.5,24.5,22,22.062499
22.375,23.75,21.875,23.625
24.9375,25,22.1875,22.3125
26.6875,26.75,23.5,24.249999
28.187501,29,25.375,25.75
49.3125,53.8125,48.125,53.5
51.75,52.749999,48.25,48.937499
53.312499,54.750001,51.375001,51.437499
52.749999,55.499999,52.0625,53.5
50.3125,52.437499,50,52.1875
58.499997,59.625003,55.25,56.687499
59.406199,61.437501,58.562502,61.046798
59.749999,60.500003,58.562502,59.9375
55.25,60.750002,55.062499,60.656201
57.75,58.1875,54.25,55.234302
58.562502,59.625003,56.812502,56.859299
56.749997,59.5,56.749997,57.999999
57.343702,60.062503,57.000003,57.75
58.687498,60.375,58.125002,58.437499
61.625002,61.625002,58.499997,58.874999
59.124998,62.5625,58.249998,61.999997
61.375003,62.374999,57.75,58.437499
62.6562,64.124999,62.250003,62.437497
61.312498,63.625001,61.124997,63.4375
58.968699,61.499999,58.937497,60.937503
59.000002,59.999998,58.703099,59.5
57.875003,59.437502,57.687502,59.187503
57.250002,59.000002,57.062501,58.062497
56.499998,57.500001,56.375002,56.812502
54.671799,56.625001,53.375,56.109302
51.468701,54.750001,51.0625,54.312501
50.625,52.8125,50.375001,51.687501
50.249999,51.562499,49.625001,50.500001
51.375001,51.812501,49.875,50
48.374999,52.437499,48.312501,51.437499
46.875001,49,46.8125,48.499999
47.25,47.937499,46.5,46.6875
47.593699,47.6875,46.312499,47.062499
46.843699,48,45.562501,47.6875
48,48.4375,47.375,47.5625
48.125,48.4375,47.25,47.499999
47.937499,48,46.312499,46.749999
47.875001,49.062501,47.187499,47.937499
49.468699,51.250001,46.312499,47.375
45.562501,48.062499,44.250001,48
49,49.937501,47.187499,47.25
50.3125,51.156201,49.249999,49.3125
49.156199,51.625,48.750001,50.812501
52.2812,52.5,46.875001,48.312501
50,53.25,49.875,51.999999
49.843701,51.250001,49.249999,50.062501
50.3125,50.625,49.062501,50.062501
52.562501,52.874999,47.499999,48.6875
54.359302,55.625001,52.9375,53.562501
55,57.062501,54.125,55.125
55.187501,56.812502,51.75,52.687501
58.499997,58.874999,56.875,57.250002
58.249998,58.812501,57.124999,58.312503
57.124999,59.000002,56.875,57.687502
58.499997,60.624999,54.750001,56.499998
58.125002,58.937497,56.375002,58.874999
57.000003,59.250001,55.4375,56.937498
54.093701,58.249998,53.749999,57.124999
52.5937,54.8125,52.125001,54.437501
52.5,52.9375,49.625001,51.812501
53.25,55.187501,50.75,51.625
52.125001,54.312501,52.125001,53.312499
52.8125,54.937499,51.687501,52.375
53.0625,53.9375,51.0625,51.250001
53.312499,55.374999,51.5,54.437501
53.781201,55.499999,51.625,51.75
52.5,54.750001,52.125001,54.125
53.781201,54.624999,50.812501,51.687501
55.750001,57.624997,53.562501,53.749999
50.500001,56.937498,50.3125,55.625001
98.499998,103.937499,98.375002,101.250001
90.5625,97.874997,89.812503,96.625002
93.499997,93.750003,89.062499,91.187501
91.249999,93.375001,89.000001,92.374998
94.687501,96.25,90.125,90.437497
91.187501,94.687501,88.187499,94.5
96.375003,96.437501,90.874997,91.187501
96.749998,97.937502,94.374997,95.750002
97.624998,98.499998,93.125002,94.812497
93.625,96.999997,91.625001,96.562497
91.9687,96.749998,90.312501,92.875003
93.312503,95.249997,89.6875,91.312497
93.750003,99.75,89.000001,92.562499
81.750002,89.562497,80.374997,89.124997
86.874999,91.249999,83.812499,84
87.625003,88.125001,81.750002,87.562498
87.999998,89.875001,85.250002,86.375001
88.500003,92.656199,85.999999,87.265602
86.1875,89.749998,82.999997,87.687501
90.500002,93.375001,85.624997,85.812498
93.750003,93.750003,85.999999,89.937499
99.250002,99.250002,93.375001,94.000002
103.000001,104.937502,100.625,100.750003
103.625002,103.6875,100.375001,101.374997
104.515603,109.062503,102.750002,105.687499
108.0625,108.0625,100.125002,101.000002
106.000003,110.499999,104.765602,107.625
101.374997,104.250003,99.000003,102.8125
104.062502,105,98.749997,99.3125
110.312498,111.250003,104.874997,105.4375
112.0937,113.687502,110.000001,110.124997
110.812503,114.749996,110.718702,113.125006
115.124998,115.249994,110.562497,110.6875
118.937502,121.249998,111.624998,115.0625
123.250004,126.250006,117.500006,117.874994
124.874994,125.125,121.875006,124.312498
127.125006,127.499994,121.312496,124.062506
117.187502,126.999996,116.578102,126.750004
126.624994,128.000006,119.999996,121.312496
122.124998,128.749996,122.0625,128.312496
115.000002,120.499994,114.749996,120.499994
123.687504,124.749998,117.062506,118.875004
126.187494,130.250004,119.750004,121.125002
123.499996,126.875,119.375002,126.875
109.500003,123.937496,109.062503,123.874998
109.312502,118.000004,108.999998,111.874997
111.500002,119.999996,108.5,113.812498
119,119,104.874997,109.249997
123.499996,124.874994,118.062502,119.4375
131.6875,132.749994,124.749998,125.000004
127.250002,131.874994,125.500002,131.749998
130.625006,134.499994,123.250004,125.187498
126.468702,132.875004,123.999994,130.375
132.624998,133,116.750002,127.3125
135.500004,139.500002,129.437502,133.312504
127.437496,137.250004,126,135.812494
133.562496,137.687504,125.437504,125.749994
139.375006,139.437504,133.828096,135.937504
137.250004,142.000006,137.124994,139.125
137.625006,144.750002,136.875002,139.5625
142.437506,143.9375,135.500004,138.6875
142.000006,150.375004,140,141.3125
132.781197,144.375,131.562504,144.187506
122.562498,136.750006,121.625,134.937494
123.499996,126.250006,122.375004,122.999998
120.125006,125.000004,119.624994,125.000004
117.312498,122.000002,114.500004,121.562502
115.624996,120.250002,114.125002,116.250004
121.218702,124.25,114.000006,114.249998
122.124998,126.499998,119.499998,121.312496
121.687498,127.937494,121.000006,125.749994
120.874996,125.000004,118.249996,122.249994
122.875002,123.937496,118.5625,122.000002
126.4375,127.437496,121.125002,122.875002
126,129.124998,125.000004,125.687496
124.874994,128.234297,119.999996,128.000006
126.999996,127.937494,120.687502,122.000002
118.5625,132.062502,118.500002,130.312502
113.562506,117.25,112.562496,114.625
110.124997,115.000002,108.374997,113.250002
114.812494,116.999994,110.124997,110.375003
117.312498,119.124996,111.750001,115.203104
113.234301,119,110.999997,116.250004
110.124997,116.937496,106.687502,113.812498
114.625,115.375004,110.875001,111.250003
115.187496,115.5,113.125006,114.875006
117.749998,118.125,112.124996,114.125002
115.249994,119.937498,115.187496,119
109.312502,115.875002,108.625003,115.812504
113.625004,114.125002,108.250001,108.749999
112.875,113.874996,110.000001,113.499994
114.125002,117.125004,112.4375,112.624994
114.000006,116.124994,111.250003,114.875006
108.000002,114.249998,105.937498,114.062504
103.937499,110.000001,103.625002,108.000002
100.312503,104.250003,100.249998,103.312498
100.750003,102.125001,96.999997,98.812502
103.999997,105,99.999999,100.249998
101.000002,103.875001,94.5,103.749998
108.187503,110.875001,100.625,101.625003
108.812497,112.999996,106.999999,110.000001
110.000001,114.1875,109.750002,110.187502
105,113.125006,102.375,112.250006
108.437502,112.750004,105.125003,106.250002
114.249998,114.249998,110.187502,111.312501
115.5,121.500004,113.499994,113.499994
105.625001,108.749999,103.375003,106.562499
101.000002,106.000003,100.437499,103.937499
99.999999,102.249997,99.374998,100.437499
94.484299,98.749997,92.500001,96.749998
94.999998,95.500003,86.499997,87.187503
95.937503,99.374998,90.500002,92.75
101.999998,102.249997,94.749999,97.750001
96.499999,101.000002,95.500003,99.500001
106.124999,106.999999,94.999998,94.999998
103.749998,110.562497,103.000001,103.999997
108.250001,110.625002,101.187503,102.500003
104.874997,112.499998,101.687501,111.937502
100.937497,102.874998,99.500001,102.8125
102.187499,104.125,99.624997,100.312503
96.812503,102.187499,95.500003,100.687498
99.124999,99.624997,94.999998,98.187501
104.374999,104.437497,99.250002,99.3125
101.812497,104.250003,101.0625,103.499999
102.874998,104.5625,98.749997,99.937501
98.187501,103.062499,97.937502,102.500003
99.562499,99.624997,96.625002,98
100.874999,101.999998,98.499998,99.999999
98,98.375002,94.000002,98.312497
93.249998,97.250003,91.062498,96.999997
98.375002,99.75,94.749999,94.875002
102.390601,102.500003,98.937498,99.000003
105.312497,109.249997,99.000003,103.000001
110.999997,110.999997,100.874999,105.249999
116.250004,117.874994,109.500003,110.062499
116.562494,118.000004,114.000006,117.812496
114.562502,117.312498,111.437497,115.999998
112.187494,115.562498,111.874997,115.000002
103.124997,110.625002,101.749999,110.187502
101.000002,104.500002,100.062497,103.062499
98.125003,103.749998,97.374999,97.874997
94.250001,99.75,93.249998,94.562498
94.749999,95.500003,94.124998,95.062503
92.999999,94.999998,91.687499,94.687501
91.749997,95.249997,88.500003,92.812498
91.749997,91.749997,89.25,90.624998
89.499999,92.875003,88.062503,92.437503
91.062498,91.125003,88.437498,89.625002
90.687503,94.749999,89.999997,90.250003
89.999997,91.749997,88.500003,91.187501
89.625002,92.875003,88.500003,89.437501
91.937498,92.000003,87.374997,90.624998
91.593699,92.624997,89.875001,92.250002
88.249997,93.249998,88.125001,91.4375
94.374997,94.5,87.999998,89.625002
87.749999,97.7343,86.750003,96.375003
84.625001,88.375,84,88.312502
82.062499,85.374998,80.625003,83.624998
81.624999,83.250003,80.999998,81.500003
78.000003,81.687497,77.312497,80.250001
80.000002,80.687501,77.375002,77.625001
78.812498,81.062503,78.812498,80.124998
77.062498,78.999999,76.062502,77.875
74.375,76.624998,73.437502,76.374999
74.937503,75.499999,73.312499,75.062499
74.249997,76.125,73.749999,74.500003
77.125003,77.249999,73.374997,73.9375
72.562502,77.062498,72.375001,76.125
70,75.25,70,75.124997
71.624997,75.000001,68.437501,68.499999
73.875002,74.249997,71.124999,73.250001
71.124999,75.812503,70.187501,74.562501
69.250003,73.312499,68.999997,73.187503
66.625003,69.500002,63.749997,64.031199
67.874998,69.624998,66.999998,67.687497
66.000002,68.25,66.000002,66.687501
66.187503,66.312499,63.499998,65.562502
68.437501,68.625002,64.875003,66.374997
69.374999,69.624998,66.999998,67.187499
65.625,68.124997,64.75,67.937503
62.374999,64.875003,62.374999,64.562499
62.125,62.437497,59.5,61.718702
59.562498,64.187497,59.250001,63.312497
60.249997,61.25,57.999999,59.0625
61.499999,61.999997,57.437503,59.625003
66.374997,66.749999,61.187502,61.312498
63.375002,67.015599,63,64.937501
71.124999,71.250002,63,63.312497
69.750001,71.624997,69.015598,70.312497
73.187503,73.250001,68.999997,69.250003
77,80.124998,76.874997,79.062497
77.312497,77.749997,76.250003,76.937502
76.062502,78.062501,73.875002,76.812499
78.875003,79.125002,75.25,75.375003
74.718699,78.500001,74.687497,77.812502
77.062498,77.062498,74.8125,75.000001
75.999997,77.687499,74.687497,77.4375
75.499999,75.937499,73.875002,75.562497
76.187498,77.687499,74.500003,74.500003
73.749999,77.937498,73.5,76.374999
71.937501,75.25,70.499998,73.5
67.624999,71.437503,66.875002,70.562503
66.999998,68.812503,66.000002,68.625002
62.593702,65.874999,62.062502,65.249998
64.999999,64.999999,61.999997,62.062502
62.750001,64.999999,62.687503,64.75
61.124997,63.125003,61.124997,62.125
60.687497,61.499999,60.125001,61.375003
60.375,60.750002,59.9375,60.375
59.374997,61.375003,59.312499,60.750002
59.250001,59.374997,58.1875,59.187503
59.812497,60.500003,58.562502,58.750003
60.062503,61.999997,59.625003,60.125001
60.312502,60.375,58.937497,60.312502
59.812497,60.687497,59.5,60.500003
60.624999,61.999997,59.875002,60.062503
59.0625,61.375003,58.625,59.999998
56,59.749999,55.937499,59.687501
54.000001,56,53.624999,55.374999
54.3437,55.187501,54.25,54.437501
54.062499,55.312501,53.5,54.125
53.5,54.875001,52.125001,54.750001
55.187501,55.875,53.25,53.8125
56.749997,57.437503,53.624999,55.25
55.625001,57.999999,55.499999,55.750001
54.499999,56.125003,54.499999,55.6875
53.375,55.25,53.125001,53.875001
53.875001,55.374999,53.000001,54.375
52.625,53.9375,52.5,53.6875
52.874999,53.000001,50.875,50.937501
52.8125,53.749999,52.687501,53.312499
53.624999,53.875001,51.124999,52.375
54.062499,55.4375,52.874999,54.062499
54.5625,55.499999,52.749999,52.874999
53.9375,55.812499,52.312499,54.437501
53.624999,54.499999,53.000001,53.0625
55.875,55.937499,51.3125,53.25
54.499999,56.625001,54.499999,55.937499
53.5,54.187499,52.874999,53.6875
55.499999,55.625001,54.187499,54.499999
54.499999,55.625001,53.000001,55.625001
51.124999,55.062499,50.875,54.499999
47.375,50.75,47.000001,49.875
45.9375,47.624999,45.8125,47.375
45.531199,46.875001,45.1875,46.312499
46.312499,46.562501,45.250001,45.312499
45.687501,46.9375,44.9375,46.312499
42.718701,45.562501,42.625001,45.375
42.4375,42.937501,42.374999,42.5625
42.500001,42.687499,42.062501,42.187501
43.625,43.625,42.249999,42.3125
45.0625,45.093699,43.562499,43.687499
46.312499,46.9375,45.375,45.375
47.000001,47.25,46.000001,46.5
45.375,47.25,45.1875,47.125
47.624999,48,45.749999,46.375
46.375,48.062499,46.375,47.937499
45.1875,46.749999,45.125001,46.0625
46.5,46.624999,45.125001,45.437499
48.125,48.499999,46.25,46.437501
47.875001,48.25,47.312501,48.125
47.437501,48.499999,47.437501,48.4375
48.750001,48.812499,47.5625,47.6875
48.125,49,47.499999,48.937499
47.624999,48.187501,47.25,48.125
46.875001,48,46.8125,47.437501
44.5,47.937499,43.999999,46.562501
44.999999,45.312499,44.375001,44.812501
43.3125,44.3125,43.124999,44.0625
43.1875,43.75,42.687499,43.500001
41.750001,44.375001,41.25,44.0625
41.5625,42.4375,40.937499,41.499999
43.625,44.3125,41.875,41.937499
43,44.3125,42.5625,43.937501
45.437499,45.749999,42.500001,42.500001
45.5,45.749999,43.500001,45.1875
44.812501,46.000001,44.375001,45.250001
43.75,44.687501,43,44.375001
45.125001,45.8125,44.375001,44.375001
46.437501,46.8125,45.5,46.187499
44.874999,46.5,44.124999,46.5
44.874999,46.187499,43.562499,44.75
46.749999,46.9375,44.625,45.250001
44.625,45.874999,42.75,45.874999
46.562501,46.875001,43.999999,44.5
46.312499,47.000001,44.625,47.000001
48.25,48.625001,46.187499,46.5
46.0625,50,45.749999,49.5625
43.999999,47.125,43.999999,46.000001
43.249999,44.375001,41.7812,43
44.625,45.687501,43.625,44.0625
43,45.8125,43,45.749999
39.5,41.25,39.25,40.937499
36.249999,39.437501,36.249999,39.187499
35.062501,36.625,35.062501,36.375001
34,34.374999,33.499999,34.374999
33.875001,34.750001,33.499999,34.062499
35.687499,36,33.499999,33.875001
35.875,36.062501,35.249999,35.4375
35.374999,36.1875,34.312501,35.75
35.249999,37.0625,35,35.5312
36.3125,36.812501,34.499999,34.625001
35,36.875,34.875,36.249999
36.249999,37.250001,35.937501,36.75
36.875,37.0625,36,36.875
38.0625,38.250001,36.375001,37.124999
36.812501,38.312499,36.812501,37.999999
36,37.874999,36,37.0625
36.062501,36.687499,35.75,36.062501
36.375001,37.124999,35.875,35.937501
35,36.375001,35,35.875
33.499999,35.4375,33.437501,35.374999
33.750001,33.8125,33.000001,33.25
34.374999,34.875,33.375,33.8125
33.25,33.750001,32.5,33.6875
34.4375,34.4375,32.749999,33.000001
34,35.187501,32.9375,35.062501
35.937501,36,32.875001,33.499999
34.374999,35.625001,34.25,35.500001
35.937501,36.062501,33.937499,34.062499
35,35.5625,34.937499,35.500001
33.312501,35,33.25,34.062499
32.312499,33.499999,32.312499,33.187499
32.25,33.875001,32.000001,32.187499
34.187501,34.187501,32.437501,32.562501
34.312501,34.374999,33.499999,34.125
33.25,34.6875,33.187499,34.374999
34.312501,34.312501,32.375,33.187499
34.499999,34.499999,32.375,33.437501
34.750001,35.125,33.499999,34.187501
34.125,35.3125,33.750001,34.625001
34.812499,34.812499,33.624999,33.750001
36.500001,36.999999,34.499999,34.812499
37.3125,37.687501,36.500001,36.937501
38.8125,39.000001,37.375001,37.437499
38.562501,39.562501,37.9375,38.437499
37.375001,38.874999,37.250001,38.437499
36.249999,37.687501,36.1875,37.1875
37.562499,37.874999,35.5625,36
38.125001,38.687501,36.937501,36.999999
38.874999,38.874999,37.874999,38.312499
39.125001,39.125001,36.999999,37.687501
38.749999,39.749999,38.562501,39.624999
36.875,38.687501,36,38.312499
37.9375,39.0625,37.0625,37.1875
36.687499,37.9375,36.249999,37.75
38.250001,38.375,35.500001,36.3125
40.187499,40.25,37.75,37.874999
39.000001,40.5625,38.749999,40.187499
40.375,40.750001,39.000001,39.187499
41.6875,41.937499,40.312501,40.937499
41.187501,41.5625,40.000001,41.187501
40.875001,41.25,40.312501,40.875001
41,41.374999,39.9375,40.125
39.9375,40.875001,39.624999,40.499999
39.25,39.562501,38.8125,39.375
37.687501,39.5,37.0625,38.749999
40.437501,40.5625,37.5,38.8125
41.062499,42,40.499999,40.5625
41.937499,42.3125,40.375,40.875001
41.812499,42.125,40.000001,41.312501
45.5,46.000001,41.062499,41.374999
42.875,47.312501,42.249999,46.5
46.312499,46.624999,44.124999,46.125001
45.749999,46.0625,44.874999,45.874999
46.562501,46.875001,43.999999,44.999999
42.249999,45.0625,42.125,44.999999
44.124999,44.124999,41,41.750001
41.937499,43.937501,41.499999,43.3125
42.125,42.249999,40.000001,41.25
40.499999,41.374999,39.5,40.937499
40.125,41.125,40.000001,40.062499
41.125,41.499999,40.25,40.8125
39.000001,41.125,39.000001,40.875001
39.875001,40.000001,39.187499,39.25
38.625,40.499999,38.375,39.8125
36.375001,38.125001,36,37.999999
35.374999,35.625001,34.25,35.062501
33.375,35.374999,33.25,35.187501
32.9375,33.750001,32.749999,33.437501
33.750001,34.187501,32.624999,32.8125
32.749999,33.624999,32.749999,33.5625
32.875001,33.312501,32.25,32.5
32.25,34,32.000001,33.750001
32.6875,32.9375,31.874999,32.000001
32.6875,32.875001,31.625,32.000001
